t_tracker,pix_x,pix_y,zeitstempel,blick_l_x,blick_l_y,blick_r_x,blick_r_y,blick_m_x,blick_m_y,pix_x_translation,pix_y_translation,delta_l_t,delta_m_t,delta_r_t,geschwindigkeit_l,geschwindigkeit_m,geschwindigkeit_r,richtung_delta_l_x,richtung_delta_l_y,richtung_delta_m_x,richtung_delta_m_y,richtung_delta_r_x,richtung_delta_r_y,tendenz_l,tendenz_m,tendenz_r
<<<<<<< HEAD
1771115252.0,2.94339581428,-2.94314399137,1771116418,606.86770792,527.39302405,641.77206947,520.282014743,624.319888695,523.8375193965,642.94339581428,514.94314399137,38.16352670443043,20.638433353073488,5.465852752079467,0.0,0.0,0.0,-1,1,-1,1,-1,1,-1,-1,-1
1771130294,5.7698531404,-5.76795693594,1771132421,607.580013943,514.598224098,646.219134036,519.080161799,626.8995739895,516.8391929485,645.7698531404,517.76795693594,38.321156352427295,18.893121440811576,1.386987716524432,0.000800763119038935,0.000466077772318142,0.0002878590026092147,-1,-1,-1,-1,1,1,-1,-1,1
1771148310,8.83634181996,-8.82953536883,1771148425,601.042211081,504.195176082,647.089607444,518.4521307,624.0659092625,511.323653391,648.83634181996,520.82953536883,50.60613443028571,26.53179453523844,2.950107445422125,0.0007677351518966195,0.00038745773048853003,6.706955222105997e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1
1771166328,11.785940846,-11.7698044725,1771168430,602.535283513,495.911592659,649.213035608,516.327536574,625.8741595605,506.1195646165,651.785940846,523.7698044725,56.58363025803862,31.352055376991217,7.874464606357201,0.0004207481710672712,0.00027539579993029545,0.00015015273586783853,-1,-1,-1,-1,-1,-1,-1,-1,-1
1771181303,14.7429027122,-14.7113555536,1771184434,596.179049265,496.480705165,645.363666204,516.371646562,620.7713577345,506.4261758635,654.7429027122,526.7113555536,65.90612379364214,39.5670871208829,13.959930497954723,0.0003987541520748233,0.00031942046846091237,0.00024054124745358425,-1,-1,-1,-1,-1,-1,-1,-1,-1
1771199366,17.5676109572,-17.5143060812,1771200437,591.595453661,500.658842892,641.877380548,521.936819275,616.7364171045,511.2978310835,657.5676109572,529.5143060812,72.00668923216674,44.710472517952624,17.424168175035497,0.0003875592835897656,0.00039527862762688264,0.00041035982470496155,-1,-1,-1,-1,-1,-1,-1,-1,-1
1771214328,20.6657965689,-20.5791738519,1771216441,587.666771657,504.254711591,639.113046107,526.706583469,613.389908882,515.4806475299999,660.6657965689,532.5791738519,78.3015504345689,50.27294659123424,22.33849525546118,0.0003327832258171974,0.00033471494723792846,0.0003444708632851429,-1,-1,-1,-1,-1,-1,-1,-1,-1
1771232353,23.507598152,-23.3803344268,1771232445,589.7339933,502.965312192,640.85804567,525.19203109,615.296019485,514.078671641,663.507598152,535.3803344268,80.58088135123384,52.70784718620433,24.83553406950457,0.00015223580170331189,0.00014784910588769016,0.0001443766766423454,-1,-1,-1,-1,-1,-1,-1,-1,-1
1771247362,26.6240021284,-26.4395370689,1771248449,592.977805433,497.834532453,642.007010228,518.796523686,617.4924078305,508.31552806950003,666.6240021284,538.4395370689,84.09832749558583,57.63132374368442,31.49355910317451,0.0003792921098796446,0.0003853718463366004,0.00040601690960692357,-1,-1,-1,-1,-1,-1,-1,-1,-1
